ID,sentimiento
61997,negativo
61998,negativo
61999,positivo
62000,positivo
62001,positivo
62002,positivo
62003,positivo
62004,negativo
62005,negativo
62006,negativo
62007,positivo
62008,negativo
62009,positivo
62010,positivo
62011,negativo
62012,negativo
62013,positivo
62014,positivo
62015,positivo
62016,positivo
62017,positivo
62018,negativo
62019,positivo
62020,positivo
62021,positivo
62022,negativo
62023,negativo
62024,negativo
62025,positivo
62026,negativo
62027,positivo
62028,positivo
62029,positivo
62030,negativo
62031,positivo
62032,negativo
62033,positivo
62034,negativo
62035,positivo
62036,negativo
62037,negativo
62038,negativo
62039,negativo
62040,positivo
62041,negativo
62042,negativo
62043,positivo
62044,negativo
62045,negativo
62046,positivo
62047,positivo
62048,negativo
62049,negativo
62050,negativo
62051,negativo
62052,negativo
62053,positivo
62054,positivo
62055,negativo
62056,positivo
62057,positivo
62058,negativo
62059,negativo
62060,positivo
62061,positivo
62062,negativo
62063,positivo
62064,negativo
62065,positivo
62066,negativo
62067,negativo
62068,negativo
62069,positivo
62070,negativo
62071,negativo
62072,positivo
62073,positivo
62074,negativo
62075,negativo
62076,negativo
62077,positivo
62078,positivo
62079,positivo
62080,negativo
62081,positivo
62082,positivo
62083,positivo
62084,positivo
62085,positivo
62086,negativo
62087,negativo
62088,positivo
62089,negativo
62090,positivo
62091,negativo
62092,positivo
62093,positivo
62094,negativo
62095,positivo
62096,negativo
62097,negativo
62098,negativo
62099,positivo
62100,negativo
62101,positivo
62102,negativo
62103,positivo
62104,negativo
62105,negativo
62106,negativo
62107,positivo
62108,negativo
62109,negativo
62110,negativo
62111,positivo
62112,positivo
62113,positivo
62114,negativo
62115,negativo
62116,positivo
62117,positivo
62118,negativo
62119,positivo
62120,positivo
62121,positivo
62122,negativo
62123,negativo
62124,positivo
62125,negativo
62126,negativo
62127,negativo
62128,positivo
62129,positivo
62130,negativo
62131,positivo
62132,positivo
62133,positivo
62134,negativo
62135,positivo
62136,negativo
62137,negativo
62138,positivo
62139,negativo
62140,negativo
62141,negativo
62142,positivo
62143,negativo
62144,positivo
62145,negativo
62146,positivo
62147,negativo
62148,positivo
62149,positivo
62150,positivo
62151,positivo
62152,positivo
62153,negativo
62154,positivo
62155,positivo
62156,negativo
62157,positivo
62158,positivo
62159,positivo
62160,positivo
62161,negativo
62162,negativo
62163,positivo
62164,negativo
62165,positivo
62166,negativo
62167,negativo
62168,negativo
62169,negativo
62170,negativo
62171,positivo
62172,positivo
62173,negativo
62174,positivo
62175,positivo
62176,positivo
62177,negativo
62178,positivo
62179,negativo
62180,negativo
62181,positivo
62182,positivo
62183,positivo
62184,negativo
62185,positivo
62186,positivo
62187,positivo
62188,positivo
62189,positivo
62190,negativo
62191,positivo
62192,positivo
62193,positivo
62194,positivo
62195,positivo
62196,negativo
62197,negativo
62198,positivo
62199,positivo
62200,negativo
62201,positivo
62202,positivo
62203,positivo
62204,positivo
62205,positivo
62206,negativo
62207,negativo
62208,negativo
62209,negativo
62210,negativo
62211,negativo
62212,positivo
62213,negativo
62214,negativo
62215,positivo
62216,negativo
62217,negativo
62218,positivo
62219,negativo
62220,negativo
62221,negativo
62222,negativo
62223,negativo
62224,positivo
62225,positivo
62226,positivo
62227,positivo
62228,negativo
62229,negativo
62230,negativo
62231,negativo
62232,negativo
62233,positivo
62234,positivo
62235,positivo
62236,positivo
62237,negativo
62238,positivo
62239,negativo
62240,negativo
62241,positivo
62242,negativo
62243,negativo
62244,negativo
62245,negativo
62246,positivo
62247,negativo
62248,positivo
62249,positivo
62250,negativo
62251,positivo
62252,positivo
62253,positivo
62254,positivo
62255,positivo
62256,positivo
62257,negativo
62258,positivo
62259,positivo
62260,positivo
62261,negativo
62262,positivo
62263,positivo
62264,positivo
62265,positivo
62266,positivo
62267,negativo
62268,negativo
62269,negativo
62270,positivo
62271,positivo
62272,positivo
62273,positivo
62274,negativo
62275,negativo
62276,positivo
62277,positivo
62278,negativo
62279,positivo
62280,positivo
62281,positivo
62282,negativo
62283,positivo
62284,negativo
62285,positivo
62286,positivo
62287,negativo
62288,negativo
62289,negativo
62290,positivo
62291,positivo
62292,positivo
62293,negativo
62294,positivo
62295,positivo
62296,negativo
62297,negativo
62298,negativo
62299,positivo
62300,negativo
62301,negativo
62302,positivo
62303,positivo
62304,positivo
62305,positivo
62306,positivo
62307,positivo
62308,positivo
62309,negativo
62310,positivo
62311,negativo
62312,positivo
62313,positivo
62314,negativo
62315,negativo
62316,negativo
62317,negativo
62318,negativo
62319,negativo
62320,positivo
62321,negativo
62322,positivo
62323,negativo
62324,negativo
62325,positivo
62326,negativo
62327,positivo
62328,positivo
62329,positivo
62330,negativo
62331,positivo
62332,positivo
62333,negativo
62334,negativo
62335,positivo
62336,negativo
62337,positivo
62338,negativo
62339,negativo
62340,positivo
62341,negativo
62342,negativo
62343,negativo
62344,positivo
62345,positivo
62346,negativo
62347,positivo
62348,positivo
62349,positivo
62350,positivo
62351,positivo
62352,negativo
62353,negativo
62354,positivo
62355,positivo
62356,negativo
62357,negativo
62358,negativo
62359,negativo
62360,negativo
62361,positivo
62362,positivo
62363,negativo
62364,positivo
62365,positivo
62366,positivo
62367,positivo
62368,positivo
62369,positivo
62370,positivo
62371,negativo
62372,negativo
62373,positivo
62374,positivo
62375,negativo
62376,positivo
62377,positivo
62378,positivo
62379,positivo
62380,positivo
62381,positivo
62382,positivo
62383,negativo
62384,negativo
62385,positivo
62386,negativo
62387,negativo
62388,negativo
62389,positivo
62390,negativo
62391,positivo
62392,positivo
62393,positivo
62394,negativo
62395,positivo
62396,negativo
62397,negativo
62398,positivo
62399,positivo
62400,positivo
62401,positivo
62402,negativo
62403,negativo
62404,negativo
62405,positivo
62406,positivo
62407,negativo
62408,positivo
62409,positivo
62410,negativo
62411,positivo
62412,positivo
62413,negativo
62414,positivo
62415,positivo
62416,negativo
62417,positivo
62418,negativo
62419,positivo
62420,positivo
62421,negativo
62422,positivo
62423,negativo
62424,positivo
62425,positivo
62426,negativo
62427,positivo
62428,negativo
62429,positivo
62430,positivo
62431,negativo
62432,negativo
62433,negativo
62434,positivo
62435,negativo
62436,positivo
62437,negativo
62438,negativo
62439,negativo
62440,negativo
62441,positivo
62442,negativo
62443,positivo
62444,negativo
62445,positivo
62446,negativo
62447,positivo
62448,positivo
62449,positivo
62450,negativo
62451,negativo
62452,negativo
62453,negativo
62454,positivo
62455,positivo
62456,negativo
62457,negativo
62458,negativo
62459,negativo
62460,positivo
62461,negativo
62462,negativo
62463,negativo
62464,positivo
62465,positivo
62466,positivo
62467,negativo
62468,positivo
62469,negativo
62470,negativo
62471,negativo
62472,positivo
62473,positivo
62474,negativo
62475,negativo
62476,negativo
62477,positivo
62478,negativo
62479,negativo
62480,negativo
62481,negativo
62482,positivo
62483,positivo
62484,negativo
62485,negativo
62486,negativo
62487,negativo
62488,negativo
62489,positivo
62490,negativo
62491,positivo
62492,positivo
62493,negativo
62494,negativo
62495,positivo
62496,negativo
62497,negativo
62498,positivo
62499,negativo
62500,positivo
62501,positivo
62502,positivo
62503,negativo
62504,positivo
62505,negativo
62506,positivo
62507,positivo
62508,positivo
62509,negativo
62510,positivo
62511,negativo
62512,positivo
62513,negativo
62514,positivo
62515,positivo
62516,positivo
62517,negativo
62518,negativo
62519,positivo
62520,positivo
62521,positivo
62522,positivo
62523,negativo
62524,negativo
62525,positivo
62526,negativo
62527,positivo
62528,positivo
62529,negativo
62530,negativo
62531,positivo
62532,positivo
62533,negativo
62534,positivo
62535,positivo
62536,positivo
62537,negativo
62538,negativo
62539,positivo
62540,negativo
62541,negativo
62542,negativo
62543,positivo
62544,positivo
62545,negativo
62546,negativo
62547,positivo
62548,negativo
62549,negativo
62550,positivo
62551,negativo
62552,negativo
62553,negativo
62554,negativo
62555,positivo
62556,negativo
62557,positivo
62558,positivo
62559,positivo
62560,positivo
62561,negativo
62562,negativo
62563,negativo
62564,positivo
62565,positivo
62566,positivo
62567,positivo
62568,negativo
62569,positivo
62570,negativo
62571,negativo
62572,negativo
62573,positivo
62574,negativo
62575,negativo
62576,positivo
62577,positivo
62578,positivo
62579,negativo
62580,negativo
62581,positivo
62582,positivo
62583,positivo
62584,negativo
62585,negativo
62586,positivo
62587,positivo
62588,positivo
62589,positivo
62590,negativo
62591,positivo
62592,positivo
62593,positivo
62594,positivo
62595,negativo
62596,negativo
62597,negativo
62598,negativo
62599,negativo
62600,negativo
62601,positivo
62602,negativo
62603,negativo
62604,positivo
62605,positivo
62606,positivo
62607,positivo
62608,negativo
62609,positivo
62610,negativo
62611,negativo
62612,positivo
62613,negativo
62614,negativo
62615,positivo
62616,negativo
62617,positivo
62618,negativo
62619,negativo
62620,negativo
62621,positivo
62622,negativo
62623,positivo
62624,negativo
62625,negativo
62626,positivo
62627,negativo
62628,positivo
62629,positivo
62630,positivo
62631,negativo
62632,negativo
62633,positivo
62634,negativo
62635,positivo
62636,positivo
62637,negativo
62638,negativo
62639,negativo
62640,negativo
62641,negativo
62642,positivo
62643,positivo
62644,positivo
62645,negativo
62646,negativo
62647,negativo
62648,positivo
62649,positivo
62650,positivo
62651,negativo
62652,negativo
62653,negativo
62654,negativo
62655,positivo
62656,negativo
62657,negativo
62658,negativo
62659,negativo
62660,positivo
62661,negativo
62662,negativo
62663,negativo
62664,negativo
62665,positivo
62666,negativo
62667,negativo
62668,negativo
62669,negativo
62670,positivo
62671,negativo
62672,negativo
62673,negativo
62674,negativo
62675,negativo
62676,negativo
62677,negativo
62678,negativo
62679,positivo
62680,negativo
62681,positivo
62682,positivo
62683,negativo
62684,negativo
62685,positivo
62686,negativo
62687,negativo
62688,negativo
62689,negativo
62690,negativo
62691,negativo
62692,positivo
62693,negativo
62694,positivo
62695,negativo
62696,negativo
62697,positivo
62698,positivo
62699,negativo
62700,negativo
62701,negativo
62702,negativo
62703,negativo
62704,positivo
62705,positivo
62706,negativo
62707,negativo
62708,positivo
62709,negativo
62710,negativo
62711,positivo
62712,negativo
62713,positivo
62714,negativo
62715,positivo
62716,positivo
62717,positivo
62718,negativo
62719,negativo
62720,negativo
62721,negativo
62722,positivo
62723,negativo
62724,positivo
62725,negativo
62726,negativo
62727,positivo
62728,positivo
62729,negativo
62730,positivo
62731,positivo
62732,positivo
62733,negativo
62734,positivo
62735,positivo
62736,negativo
62737,negativo
62738,positivo
62739,negativo
62740,negativo
62741,negativo
62742,negativo
62743,negativo
62744,negativo
62745,negativo
62746,negativo
62747,positivo
62748,negativo
62749,positivo
62750,positivo
62751,positivo
62752,positivo
62753,negativo
62754,negativo
62755,negativo
62756,positivo
62757,positivo
62758,positivo
62759,positivo
62760,positivo
62761,negativo
62762,positivo
62763,positivo
62764,negativo
62765,negativo
62766,negativo
62767,positivo
62768,positivo
62769,negativo
62770,negativo
62771,negativo
62772,positivo
62773,positivo
62774,negativo
62775,negativo
62776,positivo
62777,negativo
62778,negativo
62779,negativo
62780,negativo
62781,positivo
62782,positivo
62783,negativo
62784,positivo
62785,negativo
62786,positivo
62787,negativo
62788,positivo
62789,negativo
62790,negativo
62791,positivo
62792,negativo
62793,negativo
62794,positivo
62795,positivo
62796,negativo
62797,positivo
62798,negativo
62799,positivo
62800,positivo
62801,negativo
62802,positivo
62803,positivo
62804,negativo
62805,positivo
62806,positivo
62807,positivo
62808,positivo
62809,positivo
62810,negativo
62811,positivo
62812,positivo
62813,negativo
62814,positivo
62815,positivo
62816,positivo
62817,positivo
62818,positivo
62819,negativo
62820,positivo
62821,positivo
62822,positivo
62823,positivo
62824,positivo
62825,negativo
62826,negativo
62827,positivo
62828,negativo
62829,negativo
62830,positivo
62831,negativo
62832,positivo
62833,positivo
62834,positivo
62835,positivo
62836,negativo
62837,positivo
62838,negativo
62839,positivo
62840,negativo
62841,positivo
62842,negativo
62843,negativo
62844,negativo
62845,negativo
62846,positivo
62847,positivo
62848,positivo
62849,negativo
62850,positivo
62851,positivo
62852,negativo
62853,negativo
62854,positivo
62855,positivo
62856,positivo
62857,positivo
62858,positivo
62859,positivo
62860,positivo
62861,positivo
62862,positivo
62863,positivo
62864,positivo
62865,positivo
62866,positivo
62867,positivo
62868,positivo
62869,negativo
62870,positivo
62871,positivo
62872,positivo
62873,negativo
62874,negativo
62875,negativo
62876,positivo
62877,positivo
62878,positivo
62879,negativo
62880,positivo
62881,positivo
62882,negativo
62883,positivo
62884,positivo
62885,negativo
62886,positivo
62887,positivo
62888,negativo
62889,negativo
62890,positivo
62891,positivo
62892,negativo
62893,positivo
62894,positivo
62895,positivo
62896,negativo
62897,negativo
62898,positivo
62899,positivo
62900,positivo
62901,positivo
62902,positivo
62903,positivo
62904,negativo
62905,negativo
62906,negativo
62907,negativo
62908,positivo
62909,positivo
62910,positivo
62911,negativo
62912,positivo
62913,negativo
62914,negativo
62915,positivo
62916,positivo
62917,positivo
62918,positivo
62919,negativo
62920,positivo
62921,positivo
62922,positivo
62923,positivo
62924,negativo
62925,positivo
62926,negativo
62927,negativo
62928,positivo
62929,positivo
62930,negativo
62931,positivo
62932,positivo
62933,negativo
62934,positivo
62935,positivo
62936,positivo
62937,positivo
62938,negativo
62939,negativo
62940,positivo
62941,negativo
62942,negativo
62943,negativo
62944,positivo
62945,positivo
62946,positivo
62947,negativo
62948,negativo
62949,negativo
62950,positivo
62951,negativo
62952,positivo
62953,positivo
62954,positivo
62955,positivo
62956,positivo
62957,positivo
62958,positivo
62959,positivo
62960,negativo
62961,negativo
62962,positivo
62963,negativo
62964,negativo
62965,positivo
62966,negativo
62967,negativo
62968,negativo
62969,positivo
62970,negativo
62971,negativo
62972,negativo
62973,negativo
62974,negativo
62975,positivo
62976,positivo
62977,positivo
62978,negativo
62979,negativo
62980,positivo
62981,negativo
62982,negativo
62983,positivo
62984,negativo
62985,negativo
62986,positivo
62987,positivo
62988,positivo
62989,positivo
62990,positivo
62991,negativo
62992,negativo
62993,negativo
62994,positivo
62995,positivo
62996,positivo
62997,positivo
62998,positivo
62999,positivo
63000,negativo
63001,negativo
63002,negativo
63003,positivo
63004,negativo
63005,negativo
63006,negativo
63007,positivo
63008,negativo
63009,positivo
63010,positivo
63011,negativo
63012,positivo
63013,negativo
63014,negativo
63015,negativo
63016,negativo
63017,negativo
63018,positivo
63019,negativo
63020,positivo
63021,negativo
63022,positivo
63023,negativo
63024,positivo
63025,positivo
63026,positivo
63027,positivo
63028,negativo
63029,positivo
63030,negativo
63031,positivo
63032,negativo
63033,positivo
63034,positivo
63035,negativo
63036,positivo
63037,positivo
63038,negativo
63039,negativo
63040,negativo
63041,positivo
63042,negativo
63043,positivo
63044,positivo
63045,negativo
63046,negativo
63047,negativo
63048,negativo
63049,positivo
63050,positivo
63051,negativo
63052,negativo
63053,positivo
63054,negativo
63055,negativo
63056,negativo
63057,positivo
63058,positivo
63059,negativo
63060,positivo
63061,positivo
63062,negativo
63063,negativo
63064,negativo
63065,negativo
63066,negativo
63067,negativo
63068,negativo
63069,negativo
63070,positivo
63071,negativo
63072,negativo
63073,positivo
63074,negativo
63075,positivo
63076,negativo
63077,negativo
63078,positivo
63079,positivo
63080,positivo
63081,negativo
63082,negativo
63083,positivo
63084,negativo
63085,positivo
63086,negativo
63087,negativo
63088,negativo
63089,positivo
63090,positivo
63091,positivo
63092,negativo
63093,positivo
63094,positivo
63095,negativo
63096,positivo
63097,negativo
63098,negativo
63099,negativo
63100,positivo
63101,positivo
63102,negativo
63103,negativo
63104,negativo
63105,positivo
63106,positivo
63107,negativo
63108,negativo
63109,negativo
63110,negativo
63111,negativo
63112,positivo
63113,positivo
63114,negativo
63115,positivo
63116,negativo
63117,positivo
63118,positivo
63119,negativo
63120,positivo
63121,negativo
63122,negativo
63123,positivo
63124,negativo
63125,negativo
63126,negativo
63127,positivo
63128,positivo
63129,positivo
63130,negativo
63131,positivo
63132,positivo
63133,positivo
63134,positivo
63135,negativo
63136,negativo
63137,negativo
63138,negativo
63139,negativo
63140,positivo
63141,positivo
63142,negativo
63143,negativo
63144,negativo
63145,positivo
63146,positivo
63147,negativo
63148,negativo
63149,positivo
63150,positivo
63151,negativo
63152,negativo
63153,negativo
63154,negativo
63155,negativo
63156,positivo
63157,negativo
63158,negativo
63159,negativo
63160,positivo
63161,positivo
63162,positivo
63163,negativo
63164,positivo
63165,positivo
63166,negativo
63167,positivo
63168,positivo
63169,negativo
63170,positivo
63171,negativo
63172,positivo
63173,negativo
63174,negativo
63175,negativo
63176,negativo
63177,negativo
63178,positivo
63179,negativo
63180,negativo
63181,negativo
63182,positivo
63183,negativo
63184,negativo
63185,negativo
63186,negativo
63187,negativo
63188,negativo
63189,positivo
63190,negativo
63191,negativo
63192,positivo
63193,negativo
63194,negativo
63195,positivo
63196,positivo
63197,positivo
63198,negativo
63199,positivo
63200,positivo
63201,positivo
63202,positivo
63203,positivo
63204,negativo
63205,negativo
63206,negativo
63207,negativo
63208,positivo
63209,positivo
63210,positivo
63211,negativo
63212,positivo
63213,negativo
63214,positivo
63215,negativo
63216,negativo
63217,negativo
63218,positivo
63219,positivo
63220,negativo
63221,positivo
63222,negativo
63223,positivo
63224,positivo
63225,negativo
63226,negativo
63227,negativo
63228,positivo
63229,negativo
63230,positivo
63231,positivo
63232,positivo
63233,positivo
63234,negativo
63235,negativo
63236,negativo
63237,positivo
63238,positivo
63239,negativo
63240,negativo
63241,negativo
63242,negativo
63243,negativo
63244,negativo
63245,negativo
63246,negativo
63247,negativo
63248,negativo
63249,positivo
63250,negativo
63251,negativo
63252,negativo
63253,positivo
63254,positivo
63255,positivo
63256,positivo
63257,negativo
63258,negativo
63259,negativo
63260,positivo
63261,negativo
63262,negativo
63263,negativo
63264,positivo
63265,negativo
63266,positivo
63267,negativo
63268,positivo
63269,negativo
63270,negativo
63271,negativo
63272,positivo
63273,negativo
63274,positivo
63275,positivo
63276,positivo
63277,positivo
63278,positivo
63279,positivo
63280,positivo
63281,positivo
63282,positivo
63283,positivo
63284,positivo
63285,positivo
63286,positivo
63287,positivo
63288,negativo
63289,negativo
63290,negativo
63291,negativo
63292,negativo
63293,positivo
63294,negativo
63295,positivo
63296,negativo
63297,positivo
63298,positivo
63299,positivo
63300,negativo
63301,negativo
63302,positivo
63303,positivo
63304,positivo
63305,negativo
63306,negativo
63307,positivo
63308,negativo
63309,negativo
63310,negativo
63311,positivo
63312,positivo
63313,negativo
63314,positivo
63315,negativo
63316,negativo
63317,positivo
63318,negativo
63319,negativo
63320,positivo
63321,negativo
63322,negativo
63323,positivo
63324,negativo
63325,negativo
63326,positivo
63327,positivo
63328,positivo
63329,negativo
63330,positivo
63331,negativo
63332,negativo
63333,negativo
63334,positivo
63335,negativo
63336,negativo
63337,positivo
63338,positivo
63339,negativo
63340,negativo
63341,negativo
63342,negativo
63343,negativo
63344,positivo
63345,negativo
63346,positivo
63347,negativo
63348,positivo
63349,positivo
63350,negativo
63351,positivo
63352,positivo
63353,negativo
63354,negativo
63355,positivo
63356,negativo
63357,positivo
63358,negativo
63359,positivo
63360,negativo
63361,negativo
63362,positivo
63363,positivo
63364,positivo
63365,positivo
63366,negativo
63367,negativo
63368,negativo
63369,positivo
63370,negativo
63371,positivo
63372,positivo
63373,negativo
63374,negativo
63375,negativo
63376,negativo
63377,negativo
63378,positivo
63379,negativo
63380,positivo
63381,negativo
63382,positivo
63383,negativo
63384,negativo
63385,positivo
63386,positivo
63387,positivo
63388,positivo
63389,negativo
63390,positivo
63391,positivo
63392,positivo
63393,negativo
63394,positivo
63395,negativo
63396,positivo
63397,negativo
63398,positivo
63399,positivo
63400,positivo
63401,negativo
63402,positivo
63403,positivo
63404,negativo
63405,positivo
63406,positivo
63407,negativo
63408,negativo
63409,positivo
63410,positivo
63411,negativo
63412,negativo
63413,positivo
63414,negativo
63415,positivo
63416,positivo
63417,positivo
63418,negativo
63419,negativo
63420,positivo
63421,negativo
63422,positivo
63423,positivo
63424,positivo
63425,negativo
63426,positivo
63427,positivo
63428,positivo
63429,negativo
63430,negativo
63431,negativo
63432,positivo
63433,negativo
63434,positivo
63435,positivo
63436,negativo
63437,negativo
63438,negativo
63439,negativo
63440,positivo
63441,positivo
63442,positivo
63443,negativo
63444,positivo
63445,positivo
63446,positivo
63447,positivo
63448,negativo
63449,positivo
63450,negativo
63451,negativo
63452,positivo
63453,negativo
63454,positivo
63455,positivo
63456,positivo
63457,positivo
63458,negativo
63459,negativo
63460,negativo
63461,positivo
63462,negativo
63463,positivo
63464,negativo
63465,negativo
63466,negativo
63467,negativo
63468,negativo
63469,negativo
63470,negativo
63471,positivo
63472,positivo
63473,positivo
63474,positivo
63475,positivo
63476,positivo
63477,negativo
63478,positivo
63479,positivo
63480,positivo
63481,negativo
63482,negativo
63483,positivo
63484,positivo
63485,positivo
63486,positivo
63487,negativo
63488,positivo
63489,negativo
63490,positivo
63491,positivo
63492,positivo
63493,positivo
63494,positivo
63495,negativo
63496,positivo
63497,negativo
63498,negativo
63499,positivo
63500,positivo
63501,positivo
63502,negativo
63503,positivo
63504,positivo
63505,negativo
63506,positivo
63507,negativo
63508,positivo
63509,negativo
63510,positivo
63511,positivo
63512,negativo
63513,positivo
63514,positivo
63515,negativo
63516,negativo
63517,positivo
63518,negativo
63519,positivo
63520,negativo
63521,positivo
63522,negativo
63523,positivo
63524,positivo
63525,positivo
63526,negativo
63527,negativo
63528,positivo
63529,negativo
63530,positivo
63531,positivo
63532,positivo
63533,positivo
63534,negativo
63535,positivo
63536,positivo
63537,negativo
63538,positivo
63539,positivo
63540,positivo
63541,negativo
63542,positivo
63543,negativo
63544,negativo
63545,positivo
63546,positivo
63547,negativo
63548,positivo
63549,negativo
63550,positivo
63551,positivo
63552,negativo
63553,negativo
63554,positivo
63555,positivo
63556,negativo
63557,negativo
63558,negativo
63559,negativo
63560,positivo
63561,negativo
63562,positivo
63563,negativo
63564,negativo
63565,negativo
63566,negativo
63567,negativo
63568,positivo
63569,positivo
63570,negativo
63571,negativo
63572,positivo
63573,negativo
63574,positivo
63575,positivo
63576,positivo
63577,positivo
63578,positivo
63579,positivo
63580,negativo
63581,negativo
63582,positivo
63583,negativo
63584,negativo
63585,positivo
63586,negativo
63587,negativo
63588,positivo
63589,positivo
63590,negativo
63591,positivo
63592,negativo
63593,positivo
63594,positivo
63595,positivo
63596,negativo
63597,negativo
63598,negativo
63599,positivo
63600,positivo
63601,positivo
63602,positivo
63603,positivo
63604,negativo
63605,negativo
63606,negativo
63607,negativo
63608,negativo
63609,positivo
63610,positivo
63611,negativo
63612,positivo
63613,negativo
63614,positivo
63615,positivo
63616,positivo
63617,negativo
63618,negativo
63619,positivo
63620,positivo
63621,positivo
63622,positivo
63623,negativo
63624,negativo
63625,negativo
63626,positivo
63627,negativo
63628,negativo
63629,negativo
63630,positivo
63631,negativo
63632,negativo
63633,negativo
63634,positivo
63635,negativo
63636,negativo
63637,negativo
63638,positivo
63639,positivo
63640,positivo
63641,positivo
63642,negativo
63643,negativo
63644,positivo
63645,positivo
63646,negativo
63647,negativo
63648,negativo
63649,positivo
63650,negativo
63651,positivo
63652,negativo
63653,positivo
63654,positivo
63655,positivo
63656,positivo
63657,positivo
63658,positivo
63659,positivo
63660,positivo
63661,negativo
63662,positivo
63663,positivo
63664,positivo
63665,negativo
63666,negativo
63667,positivo
63668,negativo
63669,negativo
63670,positivo
63671,positivo
63672,positivo
63673,positivo
63674,positivo
63675,positivo
63676,negativo
63677,negativo
63678,positivo
63679,positivo
63680,negativo
63681,negativo
63682,positivo
63683,positivo
63684,negativo
63685,positivo
63686,positivo
63687,negativo
63688,positivo
63689,positivo
63690,positivo
63691,positivo
63692,negativo
63693,positivo
63694,negativo
63695,positivo
63696,negativo
63697,negativo
63698,positivo
63699,negativo
63700,negativo
63701,positivo
63702,positivo
63703,positivo
63704,positivo
63705,negativo
63706,positivo
63707,negativo
63708,positivo
63709,negativo
63710,positivo
63711,positivo
63712,positivo
63713,positivo
63714,negativo
63715,positivo
63716,negativo
63717,positivo
63718,negativo
63719,negativo
63720,positivo
63721,positivo
63722,positivo
63723,negativo
63724,negativo
63725,positivo
63726,negativo
63727,negativo
63728,negativo
63729,negativo
63730,positivo
63731,negativo
63732,positivo
63733,positivo
63734,positivo
63735,negativo
63736,positivo
63737,negativo
63738,positivo
63739,negativo
63740,positivo
63741,positivo
63742,positivo
63743,negativo
63744,negativo
63745,negativo
63746,negativo
63747,positivo
63748,negativo
63749,positivo
63750,positivo
63751,negativo
63752,positivo
63753,positivo
63754,negativo
63755,positivo
63756,negativo
63757,positivo
63758,negativo
63759,negativo
63760,positivo
63761,negativo
63762,negativo
63763,positivo
63764,positivo
63765,negativo
63766,positivo
63767,positivo
63768,negativo
63769,negativo
63770,positivo
63771,positivo
63772,negativo
63773,negativo
63774,positivo
63775,positivo
63776,positivo
63777,positivo
63778,negativo
63779,positivo
63780,negativo
63781,negativo
63782,positivo
63783,positivo
63784,negativo
63785,positivo
63786,positivo
63787,positivo
63788,negativo
63789,positivo
63790,positivo
63791,positivo
63792,positivo
63793,positivo
63794,positivo
63795,positivo
63796,negativo
63797,negativo
63798,positivo
63799,negativo
63800,positivo
63801,positivo
63802,negativo
63803,positivo
63804,positivo
63805,negativo
63806,negativo
63807,positivo
63808,positivo
63809,positivo
63810,negativo
63811,positivo
63812,positivo
63813,positivo
63814,positivo
63815,negativo
63816,negativo
63817,positivo
63818,negativo
63819,positivo
63820,negativo
63821,positivo
63822,positivo
63823,positivo
63824,positivo
63825,positivo
63826,positivo
63827,positivo
63828,negativo
63829,negativo
63830,positivo
63831,positivo
63832,positivo
63833,positivo
63834,negativo
63835,negativo
63836,negativo
63837,negativo
63838,positivo
63839,positivo
63840,positivo
63841,negativo
63842,positivo
63843,negativo
63844,negativo
63845,positivo
63846,positivo
63847,negativo
63848,negativo
63849,positivo
63850,negativo
63851,negativo
63852,negativo
63853,negativo
63854,positivo
63855,negativo
63856,positivo
63857,positivo
63858,positivo
63859,negativo
63860,positivo
63861,positivo
63862,positivo
63863,positivo
63864,negativo
63865,positivo
63866,positivo
63867,negativo
63868,negativo
63869,negativo
63870,positivo
63871,negativo
63872,negativo
63873,negativo
63874,positivo
63875,positivo
63876,negativo
63877,negativo
63878,positivo
63879,positivo
63880,negativo
63881,negativo
63882,negativo
63883,positivo
63884,positivo
63885,negativo
63886,negativo
63887,negativo
63888,positivo
63889,positivo
63890,positivo
63891,negativo
63892,positivo
63893,positivo
63894,negativo
63895,positivo
63896,negativo
63897,negativo
63898,positivo
63899,negativo
63900,positivo
63901,positivo
63902,positivo
63903,negativo
63904,negativo
63905,negativo
63906,positivo
63907,negativo
63908,positivo
63909,positivo
63910,positivo
63911,negativo
63912,negativo
63913,positivo
63914,negativo
63915,negativo
63916,negativo
63917,positivo
63918,negativo
63919,positivo
63920,negativo
63921,positivo
63922,positivo
63923,negativo
63924,positivo
63925,positivo
63926,positivo
63927,negativo
63928,negativo
63929,positivo
63930,positivo
63931,negativo
63932,negativo
63933,positivo
63934,negativo
63935,positivo
63936,positivo
63937,negativo
63938,negativo
63939,positivo
63940,negativo
63941,negativo
63942,positivo
63943,negativo
63944,positivo
63945,negativo
63946,positivo
63947,negativo
63948,positivo
63949,positivo
63950,negativo
63951,negativo
63952,negativo
63953,negativo
63954,negativo
63955,positivo
63956,positivo
63957,positivo
63958,negativo
63959,negativo
63960,negativo
63961,positivo
63962,negativo
63963,negativo
63964,negativo
63965,positivo
63966,positivo
63967,positivo
63968,negativo
63969,negativo
63970,positivo
63971,positivo
63972,positivo
63973,positivo
63974,positivo
63975,positivo
63976,positivo
63977,negativo
63978,positivo
63979,positivo
63980,negativo
63981,positivo
63982,positivo
63983,negativo
63984,positivo
63985,positivo
63986,negativo
63987,negativo
63988,negativo
63989,negativo
63990,positivo
63991,negativo
63992,negativo
63993,negativo
63994,positivo
